"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1936","User is able to Sign Up","chromium","Thu Mar 27 08:21:25 GMT 2025","passed","Thu Mar 27 08:21:27 GMT 2025","End to end tests","tests.spec.ts","",""
"","1618","User is able to Login","firefox","Thu Mar 27 08:21:35 GMT 2025","passed","Thu Mar 27 08:21:37 GMT 2025","End to end tests","tests.spec.ts","",""
"","2071","User is able to Sign Up","webkit","Thu Mar 27 08:21:41 GMT 2025","passed","Thu Mar 27 08:21:43 GMT 2025","End to end tests","tests.spec.ts","",""
"","1453","User is able to Logout","chromium","Thu Mar 27 08:21:28 GMT 2025","passed","Thu Mar 27 08:21:30 GMT 2025","End to end tests","tests.spec.ts","",""
"","755","Add Contact page elements is visible","webkit","Thu Mar 27 08:21:46 GMT 2025","passed","Thu Mar 27 08:21:47 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2718","User is able to Sign Up","firefox","Thu Mar 27 08:21:32 GMT 2025","passed","Thu Mar 27 08:21:35 GMT 2025","End to end tests","tests.spec.ts","",""
"","1612","Contacts page elements is visible","chromium","Thu Mar 27 08:21:30 GMT 2025","passed","Thu Mar 27 08:21:31 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1803","Contacts page elements is visible","firefox","Thu Mar 27 08:21:38 GMT 2025","passed","Thu Mar 27 08:21:39 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","592","Sign Up page elements is visible","firefox","Thu Mar 27 08:21:37 GMT 2025","passed","Thu Mar 27 08:21:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","634","Login page elements is visible","webkit","Thu Mar 27 08:21:45 GMT 2025","passed","Thu Mar 27 08:21:45 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","450","Add Contact page elements is visible","chromium","Thu Mar 27 08:21:30 GMT 2025","passed","Thu Mar 27 08:21:30 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1611","User is able to Logout","firefox","Thu Mar 27 08:21:36 GMT 2025","passed","Thu Mar 27 08:21:38 GMT 2025","End to end tests","tests.spec.ts","",""
"","1742","User is able to Login","webkit","Thu Mar 27 08:21:43 GMT 2025","passed","Thu Mar 27 08:21:45 GMT 2025","End to end tests","tests.spec.ts","",""
"","657","Add Contact page elements is visible","firefox","Thu Mar 27 08:21:38 GMT 2025","passed","Thu Mar 27 08:21:39 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1534","User is able to Login","chromium","Thu Mar 27 08:21:27 GMT 2025","passed","Thu Mar 27 08:21:29 GMT 2025","End to end tests","tests.spec.ts","",""
"","596","Sign Up page elements is visible","webkit","Thu Mar 27 08:21:45 GMT 2025","passed","Thu Mar 27 08:21:46 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3326","User is able to Add a Contact on Contact Page","chromium","Thu Mar 27 08:21:25 GMT 2025","passed","Thu Mar 27 08:21:28 GMT 2025","End to end tests","tests.spec.ts","",""
"","4118","User is able to Add a Contact on Contact Page","webkit","Thu Mar 27 08:21:40 GMT 2025","passed","Thu Mar 27 08:21:44 GMT 2025","End to end tests","tests.spec.ts","",""
"","504","Login page elements is visible","firefox","Thu Mar 27 08:21:37 GMT 2025","passed","Thu Mar 27 08:21:37 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1913","Contacts page elements is visible","webkit","Thu Mar 27 08:21:46 GMT 2025","passed","Thu Mar 27 08:21:48 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","393","Login page elements is visible","chromium","Thu Mar 27 08:21:29 GMT 2025","passed","Thu Mar 27 08:21:29 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4486","User is able to Add a Contact on Contact Page","firefox","Thu Mar 27 08:21:31 GMT 2025","passed","Thu Mar 27 08:21:35 GMT 2025","End to end tests","tests.spec.ts","",""
"","390","Sign Up page elements is visible","chromium","Thu Mar 27 08:21:29 GMT 2025","passed","Thu Mar 27 08:21:29 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1747","User is able to Logout","webkit","Thu Mar 27 08:21:44 GMT 2025","passed","Thu Mar 27 08:21:46 GMT 2025","End to end tests","tests.spec.ts","",""
