"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","287","Sign Up page elements is visible","chromium","Fri May 09 08:22:23 GMT 2025","passed","Fri May 09 08:22:23 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1623","User is able to Login","webkit","Fri May 09 08:22:36 GMT 2025","passed","Fri May 09 08:22:38 GMT 2025","End to end tests","tests.spec.ts","",""
"","2715","User is able to Sign Up","firefox","Fri May 09 08:22:25 GMT 2025","passed","Fri May 09 08:22:28 GMT 2025","End to end tests","tests.spec.ts","",""
"","597","Add Contact page elements is visible","firefox","Fri May 09 08:22:31 GMT 2025","passed","Fri May 09 08:22:32 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1712","Contacts page elements is visible","firefox","Fri May 09 08:22:31 GMT 2025","passed","Fri May 09 08:22:33 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1725","User is able to Sign Up","chromium","Fri May 09 08:22:19 GMT 2025","passed","Fri May 09 08:22:21 GMT 2025","End to end tests","tests.spec.ts","",""
"","1508","User is able to Logout","firefox","Fri May 09 08:22:29 GMT 2025","passed","Fri May 09 08:22:31 GMT 2025","End to end tests","tests.spec.ts","",""
"","1537","Contacts page elements is visible","chromium","Fri May 09 08:22:23 GMT 2025","passed","Fri May 09 08:22:25 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","406","Sign Up page elements is visible","firefox","Fri May 09 08:22:31 GMT 2025","passed","Fri May 09 08:22:31 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1523","User is able to Login","firefox","Fri May 09 08:22:29 GMT 2025","passed","Fri May 09 08:22:30 GMT 2025","End to end tests","tests.spec.ts","",""
"","1841","Contacts page elements is visible","webkit","Fri May 09 08:22:39 GMT 2025","passed","Fri May 09 08:22:41 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3834","User is able to Add a Contact on Contact Page","webkit","Fri May 09 08:22:33 GMT 2025","passed","Fri May 09 08:22:37 GMT 2025","End to end tests","tests.spec.ts","",""
"","324","Add Contact page elements is visible","chromium","Fri May 09 08:22:24 GMT 2025","passed","Fri May 09 08:22:24 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1584","User is able to Logout","webkit","Fri May 09 08:22:37 GMT 2025","passed","Fri May 09 08:22:39 GMT 2025","End to end tests","tests.spec.ts","",""
"","1437","User is able to Login","chromium","Fri May 09 08:22:21 GMT 2025","passed","Fri May 09 08:22:22 GMT 2025","End to end tests","tests.spec.ts","",""
"","677","Add Contact page elements is visible","webkit","Fri May 09 08:22:39 GMT 2025","passed","Fri May 09 08:22:39 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3099","User is able to Add a Contact on Contact Page","chromium","Fri May 09 08:22:19 GMT 2025","passed","Fri May 09 08:22:22 GMT 2025","End to end tests","tests.spec.ts","",""
"","484","Sign Up page elements is visible","webkit","Fri May 09 08:22:38 GMT 2025","passed","Fri May 09 08:22:39 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1916","User is able to Sign Up","webkit","Fri May 09 08:22:34 GMT 2025","passed","Fri May 09 08:22:36 GMT 2025","End to end tests","tests.spec.ts","",""
"","387","Login page elements is visible","firefox","Fri May 09 08:22:30 GMT 2025","passed","Fri May 09 08:22:31 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","471","Login page elements is visible","webkit","Fri May 09 08:22:38 GMT 2025","passed","Fri May 09 08:22:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1339","User is able to Logout","chromium","Fri May 09 08:22:22 GMT 2025","passed","Fri May 09 08:22:24 GMT 2025","End to end tests","tests.spec.ts","",""
"","323","Login page elements is visible","chromium","Fri May 09 08:22:23 GMT 2025","passed","Fri May 09 08:22:23 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4273","User is able to Add a Contact on Contact Page","firefox","Fri May 09 08:22:25 GMT 2025","passed","Fri May 09 08:22:29 GMT 2025","End to end tests","tests.spec.ts","",""
