"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","593","Add Contact page elements is visible","firefox","Fri May 23 08:23:21 GMT 2025","passed","Fri May 23 08:23:22 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2995","User is able to Add a Contact on Contact Page","chromium","Fri May 23 08:23:09 GMT 2025","passed","Fri May 23 08:23:12 GMT 2025","End to end tests","tests.spec.ts","",""
"","1588","User is able to Login","webkit","Fri May 23 08:23:26 GMT 2025","passed","Fri May 23 08:23:28 GMT 2025","End to end tests","tests.spec.ts","",""
"","1720","Contacts page elements is visible","firefox","Fri May 23 08:23:21 GMT 2025","passed","Fri May 23 08:23:23 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4335","User is able to Add a Contact on Contact Page","firefox","Fri May 23 08:23:15 GMT 2025","passed","Fri May 23 08:23:19 GMT 2025","End to end tests","tests.spec.ts","",""
"","1751","Contacts page elements is visible","webkit","Fri May 23 08:23:29 GMT 2025","passed","Fri May 23 08:23:30 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","375","Sign Up page elements is visible","firefox","Fri May 23 08:23:21 GMT 2025","passed","Fri May 23 08:23:21 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","449","Login page elements is visible","webkit","Fri May 23 08:23:28 GMT 2025","passed","Fri May 23 08:23:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1679","User is able to Sign Up","chromium","Fri May 23 08:23:09 GMT 2025","passed","Fri May 23 08:23:11 GMT 2025","End to end tests","tests.spec.ts","",""
"","2722","User is able to Sign Up","firefox","Fri May 23 08:23:15 GMT 2025","passed","Fri May 23 08:23:18 GMT 2025","End to end tests","tests.spec.ts","",""
"","303","Login page elements is visible","chromium","Fri May 23 08:23:13 GMT 2025","passed","Fri May 23 08:23:13 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1316","User is able to Logout","chromium","Fri May 23 08:23:13 GMT 2025","passed","Fri May 23 08:23:14 GMT 2025","End to end tests","tests.spec.ts","",""
"","1940","User is able to Sign Up","webkit","Fri May 23 08:23:24 GMT 2025","passed","Fri May 23 08:23:26 GMT 2025","End to end tests","tests.spec.ts","",""
"","1397","User is able to Login","chromium","Fri May 23 08:23:11 GMT 2025","passed","Fri May 23 08:23:13 GMT 2025","End to end tests","tests.spec.ts","",""
"","1491","Contacts page elements is visible","chromium","Fri May 23 08:23:13 GMT 2025","passed","Fri May 23 08:23:15 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","423","Sign Up page elements is visible","webkit","Fri May 23 08:23:28 GMT 2025","passed","Fri May 23 08:23:29 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1461","User is able to Logout","firefox","Fri May 23 08:23:20 GMT 2025","passed","Fri May 23 08:23:21 GMT 2025","End to end tests","tests.spec.ts","",""
"","618","Add Contact page elements is visible","webkit","Fri May 23 08:23:29 GMT 2025","passed","Fri May 23 08:23:29 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1553","User is able to Logout","webkit","Fri May 23 08:23:27 GMT 2025","passed","Fri May 23 08:23:29 GMT 2025","End to end tests","tests.spec.ts","",""
"","355","Login page elements is visible","firefox","Fri May 23 08:23:20 GMT 2025","passed","Fri May 23 08:23:21 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","291","Add Contact page elements is visible","chromium","Fri May 23 08:23:14 GMT 2025","passed","Fri May 23 08:23:14 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","275","Sign Up page elements is visible","chromium","Fri May 23 08:23:13 GMT 2025","passed","Fri May 23 08:23:13 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3872","User is able to Add a Contact on Contact Page","webkit","Fri May 23 08:23:23 GMT 2025","passed","Fri May 23 08:23:27 GMT 2025","End to end tests","tests.spec.ts","",""
"","1511","User is able to Login","firefox","Fri May 23 08:23:19 GMT 2025","passed","Fri May 23 08:23:20 GMT 2025","End to end tests","tests.spec.ts","",""
