"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1164","SignUp a new user","webkit","Wed Feb 12 22:48:12 GMT 2025","passed","Wed Feb 12 22:48:13 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","779","Checking page Contact page elements","chromium","Wed Feb 12 22:47:52 GMT 2025","passed","Wed Feb 12 22:47:53 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1127","User is able to Sign Up","chromium","Wed Feb 12 22:47:49 GMT 2025","passed","Wed Feb 12 22:47:50 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","964","Signing Up a new user","chromium","Wed Feb 12 22:47:51 GMT 2025","passed","Wed Feb 12 22:47:52 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1114","Sign Up page elements is visible","webkit","Wed Feb 12 22:48:09 GMT 2025","passed","Wed Feb 12 22:48:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2093","User is able to Logout","webkit","Wed Feb 12 22:48:10 GMT 2025","passed","Wed Feb 12 22:48:12 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2076","User is able to Sign Up","firefox","Wed Feb 12 22:47:57 GMT 2025","passed","Wed Feb 12 22:47:59 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1175","Signing Up a new user","firefox","Wed Feb 12 22:48:00 GMT 2025","passed","Wed Feb 12 22:48:02 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1342","Signing Up a new user","webkit","Wed Feb 12 22:48:10 GMT 2025","passed","Wed Feb 12 22:48:11 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","958","Checking page Contact page elements","firefox","Wed Feb 12 22:48:02 GMT 2025","passed","Wed Feb 12 22:48:03 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1199","User is able to Login","webkit","Wed Feb 12 22:48:09 GMT 2025","passed","Wed Feb 12 22:48:10 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","877","Add Contact page elements is visible","chromium","Wed Feb 12 22:47:54 GMT 2025","passed","Wed Feb 12 22:47:55 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1852","Login page elements is visible","firefox","Wed Feb 12 22:47:57 GMT 2025","passed","Wed Feb 12 22:47:58 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2050","User is able to Logout","firefox","Wed Feb 12 22:48:00 GMT 2025","passed","Wed Feb 12 22:48:02 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1656","User is able to Sign Up","webkit","Wed Feb 12 22:48:07 GMT 2025","passed","Wed Feb 12 22:48:08 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1141","Add Contact page elements is visible","firefox","Wed Feb 12 22:48:03 GMT 2025","passed","Wed Feb 12 22:48:05 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","957","Login page elements is visible","chromium","Wed Feb 12 22:47:49 GMT 2025","passed","Wed Feb 12 22:47:50 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","872","User is able to Login","chromium","Wed Feb 12 22:47:51 GMT 2025","passed","Wed Feb 12 22:47:52 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1377","Login page elements is visible","webkit","Wed Feb 12 22:48:07 GMT 2025","passed","Wed Feb 12 22:48:08 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1118","Add Contact page elements is visible","webkit","Wed Feb 12 22:48:13 GMT 2025","passed","Wed Feb 12 22:48:14 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","972","Checking page Contact page elements","webkit","Wed Feb 12 22:48:11 GMT 2025","passed","Wed Feb 12 22:48:12 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","984","Sign Up page elements is visible","firefox","Wed Feb 12 22:47:59 GMT 2025","passed","Wed Feb 12 22:48:00 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","805","Sign Up page elements is visible","chromium","Wed Feb 12 22:47:51 GMT 2025","passed","Wed Feb 12 22:47:51 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1817","User is able to Logout","chromium","Wed Feb 12 22:47:52 GMT 2025","passed","Wed Feb 12 22:47:53 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1118","SignUp a new user","firefox","Wed Feb 12 22:48:02 GMT 2025","passed","Wed Feb 12 22:48:03 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1003","User is able to Login","firefox","Wed Feb 12 22:47:59 GMT 2025","passed","Wed Feb 12 22:48:00 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","910","SignUp a new user","chromium","Wed Feb 12 22:47:53 GMT 2025","passed","Wed Feb 12 22:47:54 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
