"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1614","User is able to Login","webkit","Fri Apr 11 08:22:09 GMT 2025","passed","Fri Apr 11 08:22:10 GMT 2025","End to end tests","tests.spec.ts","",""
"","1485","Contacts page elements is visible","chromium","Fri Apr 11 08:21:56 GMT 2025","passed","Fri Apr 11 08:21:57 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2815","User is able to Sign Up","firefox","Fri Apr 11 08:21:58 GMT 2025","passed","Fri Apr 11 08:22:00 GMT 2025","End to end tests","tests.spec.ts","",""
"","493","Login page elements is visible","webkit","Fri Apr 11 08:22:10 GMT 2025","passed","Fri Apr 11 08:22:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1736","Contacts page elements is visible","firefox","Fri Apr 11 08:22:03 GMT 2025","passed","Fri Apr 11 08:22:05 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1796","User is able to Sign Up","chromium","Fri Apr 11 08:21:51 GMT 2025","passed","Fri Apr 11 08:21:53 GMT 2025","End to end tests","tests.spec.ts","",""
"","275","Sign Up page elements is visible","chromium","Fri Apr 11 08:21:55 GMT 2025","passed","Fri Apr 11 08:21:56 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","322","Add Contact page elements is visible","chromium","Fri Apr 11 08:21:56 GMT 2025","passed","Fri Apr 11 08:21:56 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3073","User is able to Add a Contact on Contact Page","chromium","Fri Apr 11 08:21:51 GMT 2025","passed","Fri Apr 11 08:21:55 GMT 2025","End to end tests","tests.spec.ts","",""
"","3872","User is able to Add a Contact on Contact Page","webkit","Fri Apr 11 08:22:05 GMT 2025","passed","Fri Apr 11 08:22:09 GMT 2025","End to end tests","tests.spec.ts","",""
"","1853","Contacts page elements is visible","webkit","Fri Apr 11 08:22:11 GMT 2025","passed","Fri Apr 11 08:22:13 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","441","Sign Up page elements is visible","firefox","Fri Apr 11 08:22:03 GMT 2025","passed","Fri Apr 11 08:22:03 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","508","Sign Up page elements is visible","webkit","Fri Apr 11 08:22:11 GMT 2025","passed","Fri Apr 11 08:22:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1995","User is able to Sign Up","webkit","Fri Apr 11 08:22:06 GMT 2025","passed","Fri Apr 11 08:22:08 GMT 2025","End to end tests","tests.spec.ts","",""
"","1527","User is able to Logout","firefox","Fri Apr 11 08:22:02 GMT 2025","passed","Fri Apr 11 08:22:03 GMT 2025","End to end tests","tests.spec.ts","",""
"","706","Add Contact page elements is visible","webkit","Fri Apr 11 08:22:11 GMT 2025","passed","Fri Apr 11 08:22:12 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1535","User is able to Login","firefox","Fri Apr 11 08:22:01 GMT 2025","passed","Fri Apr 11 08:22:03 GMT 2025","End to end tests","tests.spec.ts","",""
"","1392","User is able to Login","chromium","Fri Apr 11 08:21:53 GMT 2025","passed","Fri Apr 11 08:21:55 GMT 2025","End to end tests","tests.spec.ts","",""
"","4308","User is able to Add a Contact on Contact Page","firefox","Fri Apr 11 08:21:57 GMT 2025","passed","Fri Apr 11 08:22:01 GMT 2025","End to end tests","tests.spec.ts","",""
"","634","Add Contact page elements is visible","firefox","Fri Apr 11 08:22:03 GMT 2025","passed","Fri Apr 11 08:22:04 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","414","Login page elements is visible","firefox","Fri Apr 11 08:22:03 GMT 2025","passed","Fri Apr 11 08:22:03 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","298","Login page elements is visible","chromium","Fri Apr 11 08:21:55 GMT 2025","passed","Fri Apr 11 08:21:55 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1604","User is able to Logout","webkit","Fri Apr 11 08:22:10 GMT 2025","passed","Fri Apr 11 08:22:11 GMT 2025","End to end tests","tests.spec.ts","",""
"","1352","User is able to Logout","chromium","Fri Apr 11 08:21:55 GMT 2025","passed","Fri Apr 11 08:21:56 GMT 2025","End to end tests","tests.spec.ts","",""
