"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","664","Sign Up page elements is visible","webkit","Thu Mar 06 08:20:45 GMT 2025","passed","Thu Mar 06 08:20:45 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1791","User is able to Login","webkit","Thu Mar 06 08:20:42 GMT 2025","passed","Thu Mar 06 08:20:44 GMT 2025","End to end tests","tests.spec.ts","",""
"","427","Sign Up page elements is visible","chromium","Thu Mar 06 08:20:28 GMT 2025","passed","Thu Mar 06 08:20:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4207","User is able to Add a Contact on Contact Page","webkit","Thu Mar 06 08:20:39 GMT 2025","passed","Thu Mar 06 08:20:43 GMT 2025","End to end tests","tests.spec.ts","",""
"","1510","User is able to Logout","chromium","Thu Mar 06 08:20:27 GMT 2025","passed","Thu Mar 06 08:20:29 GMT 2025","End to end tests","tests.spec.ts","",""
"","4549","User is able to Add a Contact on Contact Page","firefox","Thu Mar 06 08:20:30 GMT 2025","passed","Thu Mar 06 08:20:34 GMT 2025","End to end tests","tests.spec.ts","",""
"","2797","User is able to Sign Up","firefox","Thu Mar 06 08:20:31 GMT 2025","passed","Thu Mar 06 08:20:33 GMT 2025","End to end tests","tests.spec.ts","",""
"","1658","Contacts page elements is visible","chromium","Thu Mar 06 08:20:28 GMT 2025","passed","Thu Mar 06 08:20:30 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2145","User is able to Sign Up","webkit","Thu Mar 06 08:20:40 GMT 2025","passed","Thu Mar 06 08:20:42 GMT 2025","End to end tests","tests.spec.ts","",""
"","1965","Contacts page elements is visible","webkit","Thu Mar 06 08:20:45 GMT 2025","passed","Thu Mar 06 08:20:47 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","690","Login page elements is visible","webkit","Thu Mar 06 08:20:44 GMT 2025","passed","Thu Mar 06 08:20:45 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","433","Login page elements is visible","chromium","Thu Mar 06 08:20:27 GMT 2025","passed","Thu Mar 06 08:20:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","585","Sign Up page elements is visible","firefox","Thu Mar 06 08:20:36 GMT 2025","passed","Thu Mar 06 08:20:37 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","544","Login page elements is visible","firefox","Thu Mar 06 08:20:36 GMT 2025","passed","Thu Mar 06 08:20:36 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1678","User is able to Login","firefox","Thu Mar 06 08:20:34 GMT 2025","passed","Thu Mar 06 08:20:36 GMT 2025","End to end tests","tests.spec.ts","",""
"","1819","Contacts page elements is visible","firefox","Thu Mar 06 08:20:37 GMT 2025","passed","Thu Mar 06 08:20:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","676","Add Contact page elements is visible","firefox","Thu Mar 06 08:20:37 GMT 2025","passed","Thu Mar 06 08:20:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","480","Add Contact page elements is visible","chromium","Thu Mar 06 08:20:29 GMT 2025","passed","Thu Mar 06 08:20:29 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1664","User is able to Logout","firefox","Thu Mar 06 08:20:35 GMT 2025","passed","Thu Mar 06 08:20:36 GMT 2025","End to end tests","tests.spec.ts","",""
"","1858","User is able to Sign Up","chromium","Thu Mar 06 08:20:24 GMT 2025","passed","Thu Mar 06 08:20:26 GMT 2025","End to end tests","tests.spec.ts","",""
"","1787","User is able to Logout","webkit","Thu Mar 06 08:20:43 GMT 2025","passed","Thu Mar 06 08:20:45 GMT 2025","End to end tests","tests.spec.ts","",""
"","3254","User is able to Add a Contact on Contact Page","chromium","Thu Mar 06 08:20:24 GMT 2025","passed","Thu Mar 06 08:20:27 GMT 2025","End to end tests","tests.spec.ts","",""
"","815","Add Contact page elements is visible","webkit","Thu Mar 06 08:20:45 GMT 2025","passed","Thu Mar 06 08:20:46 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1524","User is able to Login","chromium","Thu Mar 06 08:20:26 GMT 2025","passed","Thu Mar 06 08:20:27 GMT 2025","End to end tests","tests.spec.ts","",""
