"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1414","Contacts page elements is visible","chromium","Tue Apr 08 08:22:34 GMT 2025","passed","Tue Apr 08 08:22:35 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1698","User is able to Sign Up","chromium","Tue Apr 08 08:22:30 GMT 2025","passed","Tue Apr 08 08:22:32 GMT 2025","End to end tests","tests.spec.ts","",""
"","365","Sign Up page elements is visible","firefox","Tue Apr 08 08:22:41 GMT 2025","passed","Tue Apr 08 08:22:42 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1705","Contacts page elements is visible","webkit","Tue Apr 08 08:22:49 GMT 2025","passed","Tue Apr 08 08:22:51 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","362","Login page elements is visible","firefox","Tue Apr 08 08:22:41 GMT 2025","passed","Tue Apr 08 08:22:41 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2715","User is able to Sign Up","firefox","Tue Apr 08 08:22:36 GMT 2025","passed","Tue Apr 08 08:22:39 GMT 2025","End to end tests","tests.spec.ts","",""
"","472","Login page elements is visible","webkit","Tue Apr 08 08:22:48 GMT 2025","passed","Tue Apr 08 08:22:49 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1905","User is able to Sign Up","webkit","Tue Apr 08 08:22:45 GMT 2025","passed","Tue Apr 08 08:22:46 GMT 2025","End to end tests","tests.spec.ts","",""
"","312","Add Contact page elements is visible","chromium","Tue Apr 08 08:22:35 GMT 2025","passed","Tue Apr 08 08:22:35 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1452","User is able to Logout","firefox","Tue Apr 08 08:22:40 GMT 2025","passed","Tue Apr 08 08:22:42 GMT 2025","End to end tests","tests.spec.ts","",""
"","527","Add Contact page elements is visible","firefox","Tue Apr 08 08:22:42 GMT 2025","passed","Tue Apr 08 08:22:42 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1610","User is able to Logout","webkit","Tue Apr 08 08:22:48 GMT 2025","passed","Tue Apr 08 08:22:50 GMT 2025","End to end tests","tests.spec.ts","",""
"","242","Sign Up page elements is visible","chromium","Tue Apr 08 08:22:34 GMT 2025","passed","Tue Apr 08 08:22:34 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","282","Login page elements is visible","chromium","Tue Apr 08 08:22:33 GMT 2025","passed","Tue Apr 08 08:22:34 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","542","Add Contact page elements is visible","webkit","Tue Apr 08 08:22:50 GMT 2025","passed","Tue Apr 08 08:22:50 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4288","User is able to Add a Contact on Contact Page","firefox","Tue Apr 08 08:22:36 GMT 2025","passed","Tue Apr 08 08:22:40 GMT 2025","End to end tests","tests.spec.ts","",""
"","1331","User is able to Logout","chromium","Tue Apr 08 08:22:33 GMT 2025","passed","Tue Apr 08 08:22:35 GMT 2025","End to end tests","tests.spec.ts","",""
"","432","Sign Up page elements is visible","webkit","Tue Apr 08 08:22:49 GMT 2025","passed","Tue Apr 08 08:22:49 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3113","User is able to Add a Contact on Contact Page","chromium","Tue Apr 08 08:22:30 GMT 2025","passed","Tue Apr 08 08:22:33 GMT 2025","End to end tests","tests.spec.ts","",""
"","1628","Contacts page elements is visible","firefox","Tue Apr 08 08:22:42 GMT 2025","passed","Tue Apr 08 08:22:43 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3919","User is able to Add a Contact on Contact Page","webkit","Tue Apr 08 08:22:43 GMT 2025","passed","Tue Apr 08 08:22:47 GMT 2025","End to end tests","tests.spec.ts","",""
"","1480","User is able to Login","firefox","Tue Apr 08 08:22:39 GMT 2025","passed","Tue Apr 08 08:22:41 GMT 2025","End to end tests","tests.spec.ts","",""
"","1373","User is able to Login","chromium","Tue Apr 08 08:22:32 GMT 2025","passed","Tue Apr 08 08:22:33 GMT 2025","End to end tests","tests.spec.ts","",""
"","1622","User is able to Login","webkit","Tue Apr 08 08:22:47 GMT 2025","passed","Tue Apr 08 08:22:48 GMT 2025","End to end tests","tests.spec.ts","",""
