"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4418","User is able to Add a Contact on Contact Page","firefox","Fri Apr 18 08:21:11 GMT 2025","passed","Fri Apr 18 08:21:16 GMT 2025","End to end tests","tests.spec.ts","",""
"","1696","User is able to Logout","webkit","Fri Apr 18 08:21:24 GMT 2025","passed","Fri Apr 18 08:21:26 GMT 2025","End to end tests","tests.spec.ts","",""
"","421","Add Contact page elements is visible","chromium","Fri Apr 18 08:21:10 GMT 2025","passed","Fri Apr 18 08:21:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1585","Contacts page elements is visible","chromium","Fri Apr 18 08:21:10 GMT 2025","passed","Fri Apr 18 08:21:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1712","User is able to Login","webkit","Fri Apr 18 08:21:23 GMT 2025","passed","Fri Apr 18 08:21:25 GMT 2025","End to end tests","tests.spec.ts","",""
"","520","Sign Up page elements is visible","firefox","Fri Apr 18 08:21:17 GMT 2025","passed","Fri Apr 18 08:21:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4014","User is able to Add a Contact on Contact Page","webkit","Fri Apr 18 08:21:20 GMT 2025","passed","Fri Apr 18 08:21:24 GMT 2025","End to end tests","tests.spec.ts","",""
"","2018","Contacts page elements is visible","webkit","Fri Apr 18 08:21:26 GMT 2025","passed","Fri Apr 18 08:21:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","650","Add Contact page elements is visible","firefox","Fri Apr 18 08:21:18 GMT 2025","passed","Fri Apr 18 08:21:19 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2678","User is able to Sign Up","firefox","Fri Apr 18 08:21:12 GMT 2025","passed","Fri Apr 18 08:21:15 GMT 2025","End to end tests","tests.spec.ts","",""
"","1788","User is able to Sign Up","chromium","Fri Apr 18 08:21:05 GMT 2025","passed","Fri Apr 18 08:21:07 GMT 2025","End to end tests","tests.spec.ts","",""
"","784","Add Contact page elements is visible","webkit","Fri Apr 18 08:21:26 GMT 2025","passed","Fri Apr 18 08:21:27 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3170","User is able to Add a Contact on Contact Page","chromium","Fri Apr 18 08:21:05 GMT 2025","passed","Fri Apr 18 08:21:09 GMT 2025","End to end tests","tests.spec.ts","",""
"","595","Sign Up page elements is visible","webkit","Fri Apr 18 08:21:25 GMT 2025","passed","Fri Apr 18 08:21:26 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1610","User is able to Login","firefox","Fri Apr 18 08:21:15 GMT 2025","passed","Fri Apr 18 08:21:17 GMT 2025","End to end tests","tests.spec.ts","",""
"","1597","User is able to Logout","firefox","Fri Apr 18 08:21:16 GMT 2025","passed","Fri Apr 18 08:21:18 GMT 2025","End to end tests","tests.spec.ts","",""
"","360","Sign Up page elements is visible","chromium","Fri Apr 18 08:21:09 GMT 2025","passed","Fri Apr 18 08:21:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","562","Login page elements is visible","webkit","Fri Apr 18 08:21:25 GMT 2025","passed","Fri Apr 18 08:21:25 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1727","Contacts page elements is visible","firefox","Fri Apr 18 08:21:18 GMT 2025","passed","Fri Apr 18 08:21:20 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2050","User is able to Sign Up","webkit","Fri Apr 18 08:21:21 GMT 2025","passed","Fri Apr 18 08:21:23 GMT 2025","End to end tests","tests.spec.ts","",""
"","368","Login page elements is visible","chromium","Fri Apr 18 08:21:09 GMT 2025","passed","Fri Apr 18 08:21:09 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1419","User is able to Logout","chromium","Fri Apr 18 08:21:09 GMT 2025","passed","Fri Apr 18 08:21:10 GMT 2025","End to end tests","tests.spec.ts","",""
"","467","Login page elements is visible","firefox","Fri Apr 18 08:21:17 GMT 2025","passed","Fri Apr 18 08:21:17 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1483","User is able to Login","chromium","Fri Apr 18 08:21:07 GMT 2025","passed","Fri Apr 18 08:21:09 GMT 2025","End to end tests","tests.spec.ts","",""
