"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","483","Login page elements is visible","chromium","Thu May 22 08:22:55 GMT 2025","passed","Thu May 22 08:22:56 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4596","User is able to Add a Contact on Contact Page","firefox","Thu May 22 08:22:58 GMT 2025","passed","Thu May 22 08:23:02 GMT 2025","End to end tests","tests.spec.ts","",""
"","1876","User is able to Sign Up","chromium","Thu May 22 08:22:52 GMT 2025","passed","Thu May 22 08:22:53 GMT 2025","End to end tests","tests.spec.ts","",""
"","2161","User is able to Sign Up","webkit","Thu May 22 08:23:08 GMT 2025","passed","Thu May 22 08:23:10 GMT 2025","End to end tests","tests.spec.ts","",""
"","3297","User is able to Add a Contact on Contact Page","chromium","Thu May 22 08:22:52 GMT 2025","passed","Thu May 22 08:22:55 GMT 2025","End to end tests","tests.spec.ts","",""
"","1831","Contacts page elements is visible","firefox","Thu May 22 08:23:05 GMT 2025","passed","Thu May 22 08:23:06 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1707","Contacts page elements is visible","chromium","Thu May 22 08:22:56 GMT 2025","passed","Thu May 22 08:22:58 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1582","User is able to Login","chromium","Thu May 22 08:22:54 GMT 2025","passed","Thu May 22 08:22:55 GMT 2025","End to end tests","tests.spec.ts","",""
"","1730","User is able to Logout","firefox","Thu May 22 08:23:03 GMT 2025","passed","Thu May 22 08:23:05 GMT 2025","End to end tests","tests.spec.ts","",""
"","474","Sign Up page elements is visible","chromium","Thu May 22 08:22:56 GMT 2025","passed","Thu May 22 08:22:56 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1872","User is able to Login","webkit","Thu May 22 08:23:10 GMT 2025","passed","Thu May 22 08:23:12 GMT 2025","End to end tests","tests.spec.ts","",""
"","712","Add Contact page elements is visible","firefox","Thu May 22 08:23:05 GMT 2025","passed","Thu May 22 08:23:06 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2028","Contacts page elements is visible","webkit","Thu May 22 08:23:13 GMT 2025","passed","Thu May 22 08:23:15 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","737","Login page elements is visible","webkit","Thu May 22 08:23:12 GMT 2025","passed","Thu May 22 08:23:13 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1820","User is able to Logout","webkit","Thu May 22 08:23:12 GMT 2025","passed","Thu May 22 08:23:14 GMT 2025","End to end tests","tests.spec.ts","",""
"","717","Sign Up page elements is visible","webkit","Thu May 22 08:23:13 GMT 2025","passed","Thu May 22 08:23:13 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1717","User is able to Login","firefox","Thu May 22 08:23:02 GMT 2025","passed","Thu May 22 08:23:04 GMT 2025","End to end tests","tests.spec.ts","",""
"","2784","User is able to Sign Up","firefox","Thu May 22 08:22:59 GMT 2025","passed","Thu May 22 08:23:01 GMT 2025","End to end tests","tests.spec.ts","",""
"","860","Add Contact page elements is visible","webkit","Thu May 22 08:23:14 GMT 2025","passed","Thu May 22 08:23:14 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1547","User is able to Logout","chromium","Thu May 22 08:22:55 GMT 2025","passed","Thu May 22 08:22:57 GMT 2025","End to end tests","tests.spec.ts","",""
"","653","Sign Up page elements is visible","firefox","Thu May 22 08:23:04 GMT 2025","passed","Thu May 22 08:23:05 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4239","User is able to Add a Contact on Contact Page","webkit","Thu May 22 08:23:07 GMT 2025","passed","Thu May 22 08:23:11 GMT 2025","End to end tests","tests.spec.ts","",""
"","588","Login page elements is visible","firefox","Thu May 22 08:23:04 GMT 2025","passed","Thu May 22 08:23:04 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","539","Add Contact page elements is visible","chromium","Thu May 22 08:22:57 GMT 2025","passed","Thu May 22 08:22:57 GMT 2025","Website elements is visible","tests.spec.ts","",""
