"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1263","SignUp a new user","firefox","Wed Feb 12 22:52:16 GMT 2025","passed","Wed Feb 12 22:52:17 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1190","User is able to Sign Up","chromium","Wed Feb 12 22:52:02 GMT 2025","passed","Wed Feb 12 22:52:03 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2192","User is able to Logout","webkit","Wed Feb 12 22:52:24 GMT 2025","passed","Wed Feb 12 22:52:26 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1284","Signing Up a new user","firefox","Wed Feb 12 22:52:14 GMT 2025","passed","Wed Feb 12 22:52:15 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","886","Sign Up page elements is visible","chromium","Wed Feb 12 22:52:03 GMT 2025","passed","Wed Feb 12 22:52:04 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1334","SignUp a new user","webkit","Wed Feb 12 22:52:26 GMT 2025","passed","Wed Feb 12 22:52:28 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1051","Signing Up a new user","chromium","Wed Feb 12 22:52:04 GMT 2025","passed","Wed Feb 12 22:52:05 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1117","Sign Up page elements is visible","firefox","Wed Feb 12 22:52:12 GMT 2025","passed","Wed Feb 12 22:52:14 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1968","Login page elements is visible","firefox","Wed Feb 12 22:52:10 GMT 2025","passed","Wed Feb 12 22:52:12 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1408","Login page elements is visible","webkit","Wed Feb 12 22:52:21 GMT 2025","passed","Wed Feb 12 22:52:22 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1340","Signing Up a new user","webkit","Wed Feb 12 22:52:24 GMT 2025","passed","Wed Feb 12 22:52:25 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1734","User is able to Sign Up","webkit","Wed Feb 12 22:52:21 GMT 2025","passed","Wed Feb 12 22:52:22 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2228","User is able to Sign Up","firefox","Wed Feb 12 22:52:10 GMT 2025","passed","Wed Feb 12 22:52:12 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","985","Add Contact page elements is visible","chromium","Wed Feb 12 22:52:07 GMT 2025","passed","Wed Feb 12 22:52:08 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1071","Checking page Contact page elements","webkit","Wed Feb 12 22:52:25 GMT 2025","passed","Wed Feb 12 22:52:26 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1359","Add Contact page elements is visible","firefox","Wed Feb 12 22:52:17 GMT 2025","passed","Wed Feb 12 22:52:19 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1076","User is able to Login","firefox","Wed Feb 12 22:52:13 GMT 2025","passed","Wed Feb 12 22:52:14 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1042","Login page elements is visible","chromium","Wed Feb 12 22:52:02 GMT 2025","passed","Wed Feb 12 22:52:03 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2174","User is able to Logout","firefox","Wed Feb 12 22:52:14 GMT 2025","passed","Wed Feb 12 22:52:16 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1041","Checking page Contact page elements","firefox","Wed Feb 12 22:52:15 GMT 2025","passed","Wed Feb 12 22:52:16 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1217","Add Contact page elements is visible","webkit","Wed Feb 12 22:52:28 GMT 2025","passed","Wed Feb 12 22:52:29 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","994","SignUp a new user","chromium","Wed Feb 12 22:52:06 GMT 2025","passed","Wed Feb 12 22:52:07 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1941","User is able to Logout","chromium","Wed Feb 12 22:52:05 GMT 2025","passed","Wed Feb 12 22:52:07 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1203","User is able to Login","webkit","Wed Feb 12 22:52:23 GMT 2025","passed","Wed Feb 12 22:52:24 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","963","User is able to Login","chromium","Wed Feb 12 22:52:04 GMT 2025","passed","Wed Feb 12 22:52:05 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","885","Checking page Contact page elements","chromium","Wed Feb 12 22:52:05 GMT 2025","passed","Wed Feb 12 22:52:06 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1155","Sign Up page elements is visible","webkit","Wed Feb 12 22:52:23 GMT 2025","passed","Wed Feb 12 22:52:24 GMT 2025","Website elements is visible","tests.spec.ts","",""
