"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","422","Login page elements is visible","firefox","Wed Apr 23 08:22:26 GMT 2025","passed","Wed Apr 23 08:22:26 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1916","Contacts page elements is visible","webkit","Wed Apr 23 08:22:35 GMT 2025","passed","Wed Apr 23 08:22:36 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1738","User is able to Sign Up","chromium","Wed Apr 23 08:22:14 GMT 2025","passed","Wed Apr 23 08:22:16 GMT 2025","End to end tests","tests.spec.ts","",""
"","3948","User is able to Add a Contact on Contact Page","webkit","Wed Apr 23 08:22:28 GMT 2025","passed","Wed Apr 23 08:22:32 GMT 2025","End to end tests","tests.spec.ts","",""
"","1616","User is able to Logout","webkit","Wed Apr 23 08:22:33 GMT 2025","passed","Wed Apr 23 08:22:34 GMT 2025","End to end tests","tests.spec.ts","",""
"","4371","User is able to Add a Contact on Contact Page","firefox","Wed Apr 23 08:22:20 GMT 2025","passed","Wed Apr 23 08:22:25 GMT 2025","End to end tests","tests.spec.ts","",""
"","355","Add Contact page elements is visible","chromium","Wed Apr 23 08:22:19 GMT 2025","passed","Wed Apr 23 08:22:19 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1523","User is able to Login","chromium","Wed Apr 23 08:22:16 GMT 2025","passed","Wed Apr 23 08:22:18 GMT 2025","End to end tests","tests.spec.ts","",""
"","1766","Contacts page elements is visible","firefox","Wed Apr 23 08:22:27 GMT 2025","passed","Wed Apr 23 08:22:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1503","Contacts page elements is visible","chromium","Wed Apr 23 08:22:18 GMT 2025","passed","Wed Apr 23 08:22:20 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","473","Sign Up page elements is visible","webkit","Wed Apr 23 08:22:34 GMT 2025","passed","Wed Apr 23 08:22:34 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2873","User is able to Sign Up","firefox","Wed Apr 23 08:22:21 GMT 2025","passed","Wed Apr 23 08:22:24 GMT 2025","End to end tests","tests.spec.ts","",""
"","1636","User is able to Login","webkit","Wed Apr 23 08:22:32 GMT 2025","passed","Wed Apr 23 08:22:33 GMT 2025","End to end tests","tests.spec.ts","",""
"","3266","User is able to Add a Contact on Contact Page","chromium","Wed Apr 23 08:22:14 GMT 2025","passed","Wed Apr 23 08:22:17 GMT 2025","End to end tests","tests.spec.ts","",""
"","724","Add Contact page elements is visible","webkit","Wed Apr 23 08:22:35 GMT 2025","passed","Wed Apr 23 08:22:35 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","390","Login page elements is visible","chromium","Wed Apr 23 08:22:18 GMT 2025","passed","Wed Apr 23 08:22:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1544","User is able to Login","firefox","Wed Apr 23 08:22:24 GMT 2025","passed","Wed Apr 23 08:22:26 GMT 2025","End to end tests","tests.spec.ts","",""
"","424","Sign Up page elements is visible","firefox","Wed Apr 23 08:22:26 GMT 2025","passed","Wed Apr 23 08:22:27 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","300","Sign Up page elements is visible","chromium","Wed Apr 23 08:22:18 GMT 2025","passed","Wed Apr 23 08:22:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","655","Add Contact page elements is visible","firefox","Wed Apr 23 08:22:27 GMT 2025","passed","Wed Apr 23 08:22:27 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1407","User is able to Logout","chromium","Wed Apr 23 08:22:18 GMT 2025","passed","Wed Apr 23 08:22:19 GMT 2025","End to end tests","tests.spec.ts","",""
"","1526","User is able to Logout","firefox","Wed Apr 23 08:22:25 GMT 2025","passed","Wed Apr 23 08:22:27 GMT 2025","End to end tests","tests.spec.ts","",""
"","469","Login page elements is visible","webkit","Wed Apr 23 08:22:33 GMT 2025","passed","Wed Apr 23 08:22:34 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2016","User is able to Sign Up","webkit","Wed Apr 23 08:22:30 GMT 2025","passed","Wed Apr 23 08:22:32 GMT 2025","End to end tests","tests.spec.ts","",""
