"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2710","User is able to Sign Up","firefox","Thu Apr 10 08:22:12 GMT 2025","passed","Thu Apr 10 08:22:15 GMT 2025","End to end tests","tests.spec.ts","",""
"","1773","Contacts page elements is visible","firefox","Thu Apr 10 08:22:18 GMT 2025","passed","Thu Apr 10 08:22:20 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4145","User is able to Add a Contact on Contact Page","webkit","Thu Apr 10 08:22:20 GMT 2025","passed","Thu Apr 10 08:22:24 GMT 2025","End to end tests","tests.spec.ts","",""
"","1911","Contacts page elements is visible","webkit","Thu Apr 10 08:22:26 GMT 2025","passed","Thu Apr 10 08:22:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1581","Contacts page elements is visible","chromium","Thu Apr 10 08:22:10 GMT 2025","passed","Thu Apr 10 08:22:12 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","644","Add Contact page elements is visible","firefox","Thu Apr 10 08:22:18 GMT 2025","passed","Thu Apr 10 08:22:19 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","770","Add Contact page elements is visible","webkit","Thu Apr 10 08:22:27 GMT 2025","passed","Thu Apr 10 08:22:27 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","371","Sign Up page elements is visible","chromium","Thu Apr 10 08:22:10 GMT 2025","passed","Thu Apr 10 08:22:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4474","User is able to Add a Contact on Contact Page","firefox","Thu Apr 10 08:22:12 GMT 2025","passed","Thu Apr 10 08:22:16 GMT 2025","End to end tests","tests.spec.ts","",""
"","1840","User is able to Sign Up","chromium","Thu Apr 10 08:22:06 GMT 2025","passed","Thu Apr 10 08:22:07 GMT 2025","End to end tests","tests.spec.ts","",""
"","1616","User is able to Login","firefox","Thu Apr 10 08:22:16 GMT 2025","passed","Thu Apr 10 08:22:17 GMT 2025","End to end tests","tests.spec.ts","",""
"","498","Sign Up page elements is visible","firefox","Thu Apr 10 08:22:18 GMT 2025","passed","Thu Apr 10 08:22:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","411","Login page elements is visible","chromium","Thu Apr 10 08:22:09 GMT 2025","passed","Thu Apr 10 08:22:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3256","User is able to Add a Contact on Contact Page","chromium","Thu Apr 10 08:22:06 GMT 2025","passed","Thu Apr 10 08:22:09 GMT 2025","End to end tests","tests.spec.ts","",""
"","1773","User is able to Logout","webkit","Thu Apr 10 08:22:25 GMT 2025","passed","Thu Apr 10 08:22:27 GMT 2025","End to end tests","tests.spec.ts","",""
"","616","Login page elements is visible","webkit","Thu Apr 10 08:22:25 GMT 2025","passed","Thu Apr 10 08:22:26 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1472","User is able to Logout","chromium","Thu Apr 10 08:22:09 GMT 2025","passed","Thu Apr 10 08:22:10 GMT 2025","End to end tests","tests.spec.ts","",""
"","570","Sign Up page elements is visible","webkit","Thu Apr 10 08:22:26 GMT 2025","passed","Thu Apr 10 08:22:26 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","421","Add Contact page elements is visible","chromium","Thu Apr 10 08:22:11 GMT 2025","passed","Thu Apr 10 08:22:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1717","User is able to Login","webkit","Thu Apr 10 08:22:23 GMT 2025","passed","Thu Apr 10 08:22:25 GMT 2025","End to end tests","tests.spec.ts","",""
"","1528","User is able to Login","chromium","Thu Apr 10 08:22:08 GMT 2025","passed","Thu Apr 10 08:22:09 GMT 2025","End to end tests","tests.spec.ts","",""
"","469","Login page elements is visible","firefox","Thu Apr 10 08:22:17 GMT 2025","passed","Thu Apr 10 08:22:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2000","User is able to Sign Up","webkit","Thu Apr 10 08:22:21 GMT 2025","passed","Thu Apr 10 08:22:23 GMT 2025","End to end tests","tests.spec.ts","",""
"","1617","User is able to Logout","firefox","Thu Apr 10 08:22:17 GMT 2025","passed","Thu Apr 10 08:22:18 GMT 2025","End to end tests","tests.spec.ts","",""
