"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1123","Login page elements is visible","webkit","Mon Apr 21 08:23:17 GMT 2025","passed","Mon Apr 21 08:23:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2083","Contacts page elements is visible","chromium","Mon Apr 21 08:22:59 GMT 2025","passed","Mon Apr 21 08:23:01 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","725","Login page elements is visible","chromium","Mon Apr 21 08:22:58 GMT 2025","passed","Mon Apr 21 08:22:59 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2400","Contacts page elements is visible","webkit","Mon Apr 21 08:23:19 GMT 2025","passed","Mon Apr 21 08:23:21 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2193","User is able to Login","webkit","Mon Apr 21 08:23:15 GMT 2025","passed","Mon Apr 21 08:23:17 GMT 2025","End to end tests","tests.spec.ts","",""
"","2451","User is able to Sign Up","webkit","Mon Apr 21 08:23:12 GMT 2025","passed","Mon Apr 21 08:23:14 GMT 2025","End to end tests","tests.spec.ts","",""
"","2039","User is able to Logout","firefox","Mon Apr 21 08:23:06 GMT 2025","passed","Mon Apr 21 08:23:08 GMT 2025","End to end tests","tests.spec.ts","",""
"","915","Sign Up page elements is visible","firefox","Mon Apr 21 08:23:08 GMT 2025","passed","Mon Apr 21 08:23:09 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3662","User is able to Add a Contact on Contact Page","chromium","Mon Apr 21 08:22:54 GMT 2025","passed","Mon Apr 21 08:22:57 GMT 2025","End to end tests","tests.spec.ts","",""
"","879","Login page elements is visible","firefox","Mon Apr 21 08:23:08 GMT 2025","passed","Mon Apr 21 08:23:09 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4890","User is able to Add a Contact on Contact Page","webkit","Mon Apr 21 08:23:11 GMT 2025","passed","Mon Apr 21 08:23:16 GMT 2025","End to end tests","tests.spec.ts","",""
"","1209","Add Contact page elements is visible","webkit","Mon Apr 21 08:23:19 GMT 2025","passed","Mon Apr 21 08:23:20 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1840","User is able to Logout","chromium","Mon Apr 21 08:22:58 GMT 2025","passed","Mon Apr 21 08:22:59 GMT 2025","End to end tests","tests.spec.ts","",""
"","2980","User is able to Sign Up","firefox","Mon Apr 21 08:23:02 GMT 2025","passed","Mon Apr 21 08:23:05 GMT 2025","End to end tests","tests.spec.ts","",""
"","739","Sign Up page elements is visible","chromium","Mon Apr 21 08:22:59 GMT 2025","passed","Mon Apr 21 08:22:59 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2156","User is able to Sign Up","chromium","Mon Apr 21 08:22:54 GMT 2025","passed","Mon Apr 21 08:22:56 GMT 2025","End to end tests","tests.spec.ts","",""
"","2224","User is able to Logout","webkit","Mon Apr 21 08:23:17 GMT 2025","passed","Mon Apr 21 08:23:19 GMT 2025","End to end tests","tests.spec.ts","",""
"","2077","Contacts page elements is visible","firefox","Mon Apr 21 08:23:09 GMT 2025","passed","Mon Apr 21 08:23:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4932","User is able to Add a Contact on Contact Page","firefox","Mon Apr 21 08:23:01 GMT 2025","passed","Mon Apr 21 08:23:06 GMT 2025","End to end tests","tests.spec.ts","",""
"","1810","User is able to Login","chromium","Mon Apr 21 08:22:56 GMT 2025","passed","Mon Apr 21 08:22:58 GMT 2025","End to end tests","tests.spec.ts","",""
"","2008","User is able to Login","firefox","Mon Apr 21 08:23:06 GMT 2025","passed","Mon Apr 21 08:23:08 GMT 2025","End to end tests","tests.spec.ts","",""
"","1063","Sign Up page elements is visible","webkit","Mon Apr 21 08:23:18 GMT 2025","passed","Mon Apr 21 08:23:19 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","993","Add Contact page elements is visible","firefox","Mon Apr 21 08:23:09 GMT 2025","passed","Mon Apr 21 08:23:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","820","Add Contact page elements is visible","chromium","Mon Apr 21 08:22:59 GMT 2025","passed","Mon Apr 21 08:23:00 GMT 2025","Website elements is visible","tests.spec.ts","",""
