"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1878","User is able to Logout","chromium","Thu May 08 08:22:57 GMT 2025","passed","Thu May 08 08:22:59 GMT 2025","End to end tests","tests.spec.ts","",""
"","2261","User is able to Sign Up","chromium","Thu May 08 08:22:53 GMT 2025","passed","Thu May 08 08:22:55 GMT 2025","End to end tests","tests.spec.ts","",""
"","2240","User is able to Logout","webkit","Thu May 08 08:23:16 GMT 2025","passed","Thu May 08 08:23:18 GMT 2025","End to end tests","tests.spec.ts","",""
"","2016","User is able to Logout","firefox","Thu May 08 08:23:05 GMT 2025","passed","Thu May 08 08:23:07 GMT 2025","End to end tests","tests.spec.ts","",""
"","836","Add Contact page elements is visible","chromium","Thu May 08 08:22:59 GMT 2025","passed","Thu May 08 08:22:59 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","756","Sign Up page elements is visible","chromium","Thu May 08 08:22:58 GMT 2025","passed","Thu May 08 08:22:59 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1819","User is able to Login","chromium","Thu May 08 08:22:55 GMT 2025","passed","Thu May 08 08:22:57 GMT 2025","End to end tests","tests.spec.ts","",""
"","1103","Add Contact page elements is visible","webkit","Thu May 08 08:23:18 GMT 2025","passed","Thu May 08 08:23:19 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2979","User is able to Sign Up","firefox","Thu May 08 08:23:01 GMT 2025","passed","Thu May 08 08:23:04 GMT 2025","End to end tests","tests.spec.ts","",""
"","879","Login page elements is visible","firefox","Thu May 08 08:23:07 GMT 2025","passed","Thu May 08 08:23:08 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3750","User is able to Add a Contact on Contact Page","chromium","Thu May 08 08:22:53 GMT 2025","passed","Thu May 08 08:22:56 GMT 2025","End to end tests","tests.spec.ts","",""
"","2322","Contacts page elements is visible","webkit","Thu May 08 08:23:18 GMT 2025","passed","Thu May 08 08:23:20 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4855","User is able to Add a Contact on Contact Page","firefox","Thu May 08 08:23:00 GMT 2025","passed","Thu May 08 08:23:05 GMT 2025","End to end tests","tests.spec.ts","",""
"","757","Login page elements is visible","chromium","Thu May 08 08:22:57 GMT 2025","passed","Thu May 08 08:22:58 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2202","User is able to Login","webkit","Thu May 08 08:23:14 GMT 2025","passed","Thu May 08 08:23:16 GMT 2025","End to end tests","tests.spec.ts","",""
"","4763","User is able to Add a Contact on Contact Page","webkit","Thu May 08 08:23:10 GMT 2025","passed","Thu May 08 08:23:15 GMT 2025","End to end tests","tests.spec.ts","",""
"","2526","User is able to Sign Up","webkit","Thu May 08 08:23:11 GMT 2025","passed","Thu May 08 08:23:13 GMT 2025","End to end tests","tests.spec.ts","",""
"","1126","Sign Up page elements is visible","webkit","Thu May 08 08:23:17 GMT 2025","passed","Thu May 08 08:23:18 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2038","Contacts page elements is visible","firefox","Thu May 08 08:23:08 GMT 2025","passed","Thu May 08 08:23:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2054","Contacts page elements is visible","chromium","Thu May 08 08:22:59 GMT 2025","passed","Thu May 08 08:23:01 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","942","Add Contact page elements is visible","firefox","Thu May 08 08:23:08 GMT 2025","passed","Thu May 08 08:23:09 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","872","Sign Up page elements is visible","firefox","Thu May 08 08:23:07 GMT 2025","passed","Thu May 08 08:23:08 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1996","User is able to Login","firefox","Thu May 08 08:23:05 GMT 2025","passed","Thu May 08 08:23:07 GMT 2025","End to end tests","tests.spec.ts","",""
"","1075","Login page elements is visible","webkit","Thu May 08 08:23:16 GMT 2025","passed","Thu May 08 08:23:17 GMT 2025","Website elements is visible","tests.spec.ts","",""
