"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4985","User is able to Add a Contact on Contact Page","firefox","Wed May 21 08:23:28 GMT 2025","passed","Wed May 21 08:23:33 GMT 2025","End to end tests","tests.spec.ts","",""
"","4459","User is able to Add a Contact on Contact Page","webkit","Wed May 21 08:23:38 GMT 2025","passed","Wed May 21 08:23:43 GMT 2025","End to end tests","tests.spec.ts","",""
"","1006","Add Contact page elements is visible","webkit","Wed May 21 08:23:46 GMT 2025","passed","Wed May 21 08:23:47 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2384","User is able to Sign Up","webkit","Wed May 21 08:23:39 GMT 2025","passed","Wed May 21 08:23:41 GMT 2025","End to end tests","tests.spec.ts","",""
"","720","Add Contact page elements is visible","chromium","Wed May 21 08:23:26 GMT 2025","passed","Wed May 21 08:23:27 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1980","User is able to Login","firefox","Wed May 21 08:23:32 GMT 2025","passed","Wed May 21 08:23:34 GMT 2025","End to end tests","tests.spec.ts","",""
"","957","Login page elements is visible","webkit","Wed May 21 08:23:44 GMT 2025","passed","Wed May 21 08:23:45 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","646","Sign Up page elements is visible","chromium","Wed May 21 08:23:25 GMT 2025","passed","Wed May 21 08:23:26 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2157","User is able to Login","webkit","Wed May 21 08:23:42 GMT 2025","passed","Wed May 21 08:23:44 GMT 2025","End to end tests","tests.spec.ts","",""
"","2985","User is able to Sign Up","firefox","Wed May 21 08:23:29 GMT 2025","passed","Wed May 21 08:23:32 GMT 2025","End to end tests","tests.spec.ts","",""
"","880","Sign Up page elements is visible","firefox","Wed May 21 08:23:35 GMT 2025","passed","Wed May 21 08:23:36 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1952","User is able to Logout","firefox","Wed May 21 08:23:33 GMT 2025","passed","Wed May 21 08:23:35 GMT 2025","End to end tests","tests.spec.ts","",""
"","1875","Contacts page elements is visible","chromium","Wed May 21 08:23:26 GMT 2025","passed","Wed May 21 08:23:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","937","Add Contact page elements is visible","firefox","Wed May 21 08:23:36 GMT 2025","passed","Wed May 21 08:23:37 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3606","User is able to Add a Contact on Contact Page","chromium","Wed May 21 08:23:21 GMT 2025","passed","Wed May 21 08:23:24 GMT 2025","End to end tests","tests.spec.ts","",""
"","2276","Contacts page elements is visible","webkit","Wed May 21 08:23:45 GMT 2025","passed","Wed May 21 08:23:48 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1737","User is able to Login","chromium","Wed May 21 08:23:23 GMT 2025","passed","Wed May 21 08:23:25 GMT 2025","End to end tests","tests.spec.ts","",""
"","1756","User is able to Logout","chromium","Wed May 21 08:23:24 GMT 2025","passed","Wed May 21 08:23:26 GMT 2025","End to end tests","tests.spec.ts","",""
"","2086","Contacts page elements is visible","firefox","Wed May 21 08:23:35 GMT 2025","passed","Wed May 21 08:23:37 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","665","Login page elements is visible","chromium","Wed May 21 08:23:25 GMT 2025","passed","Wed May 21 08:23:25 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","986","Sign Up page elements is visible","webkit","Wed May 21 08:23:45 GMT 2025","passed","Wed May 21 08:23:46 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","809","Login page elements is visible","firefox","Wed May 21 08:23:34 GMT 2025","passed","Wed May 21 08:23:35 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2096","User is able to Sign Up","chromium","Wed May 21 08:23:21 GMT 2025","passed","Wed May 21 08:23:23 GMT 2025","End to end tests","tests.spec.ts","",""
"","2064","User is able to Logout","webkit","Wed May 21 08:23:43 GMT 2025","passed","Wed May 21 08:23:45 GMT 2025","End to end tests","tests.spec.ts","",""
