"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Checking page Contact page elements","firefox","Wed Feb 12 22:43:46 GMT 2025","skipped","Wed Feb 12 22:43:46 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","7","Sign Up page elements is visible","firefox","Wed Feb 12 22:43:46 GMT 2025","failed","Wed Feb 12 22:43:46 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","0","User is able to Login","firefox","Wed Feb 12 22:43:44 GMT 2025","skipped","Wed Feb 12 22:43:44 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","791","Checking page Contact page elements","chromium","Wed Feb 12 22:43:39 GMT 2025","passed","Wed Feb 12 22:43:40 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","0","Add Contact page elements is visible","firefox","Wed Feb 12 22:43:48 GMT 2025","skipped","Wed Feb 12 22:43:48 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","865","User is able to Login","chromium","Wed Feb 12 22:43:37 GMT 2025","passed","Wed Feb 12 22:43:38 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","975","Signing Up a new user","chromium","Wed Feb 12 22:43:38 GMT 2025","passed","Wed Feb 12 22:43:39 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","9","Login page elements is visible","firefox","Wed Feb 12 22:43:44 GMT 2025","failed","Wed Feb 12 22:43:44 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","8","User is able to Sign Up","firefox","Wed Feb 12 22:43:44 GMT 2025","failed","Wed Feb 12 22:43:44 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","872","SignUp a new user","chromium","Wed Feb 12 22:43:40 GMT 2025","passed","Wed Feb 12 22:43:41 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","929","Login page elements is visible","chromium","Wed Feb 12 22:43:36 GMT 2025","passed","Wed Feb 12 22:43:37 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","812","Sign Up page elements is visible","chromium","Wed Feb 12 22:43:37 GMT 2025","passed","Wed Feb 12 22:43:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1126","User is able to Sign Up","chromium","Wed Feb 12 22:43:36 GMT 2025","passed","Wed Feb 12 22:43:37 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1","User is able to Logout","firefox","Wed Feb 12 22:43:44 GMT 2025","skipped","Wed Feb 12 22:43:44 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","881","Add Contact page elements is visible","chromium","Wed Feb 12 22:43:41 GMT 2025","passed","Wed Feb 12 22:43:42 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1818","User is able to Logout","chromium","Wed Feb 12 22:43:38 GMT 2025","passed","Wed Feb 12 22:43:40 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","6","SignUp a new user","firefox","Wed Feb 12 22:43:48 GMT 2025","failed","Wed Feb 12 22:43:48 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","6","Signing Up a new user","firefox","Wed Feb 12 22:43:46 GMT 2025","failed","Wed Feb 12 22:43:46 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
