"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1107","Add Contact page elements is visible","firefox","Wed Feb 12 22:49:56 GMT 2025","passed","Wed Feb 12 22:49:57 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","992","Sign Up page elements is visible","firefox","Wed Feb 12 22:49:52 GMT 2025","passed","Wed Feb 12 22:49:53 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1132","Add Contact page elements is visible","webkit","Wed Feb 12 22:50:06 GMT 2025","passed","Wed Feb 12 22:50:07 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1618","User is able to Sign Up","webkit","Wed Feb 12 22:49:59 GMT 2025","passed","Wed Feb 12 22:50:01 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1137","SignUp a new user","firefox","Wed Feb 12 22:49:55 GMT 2025","passed","Wed Feb 12 22:49:56 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1408","Login page elements is visible","webkit","Wed Feb 12 22:49:59 GMT 2025","passed","Wed Feb 12 22:50:01 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","804","Sign Up page elements is visible","chromium","Wed Feb 12 22:49:43 GMT 2025","passed","Wed Feb 12 22:49:44 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1080","Sign Up page elements is visible","webkit","Wed Feb 12 22:50:01 GMT 2025","passed","Wed Feb 12 22:50:02 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1874","Login page elements is visible","firefox","Wed Feb 12 22:49:49 GMT 2025","passed","Wed Feb 12 22:49:51 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1836","User is able to Logout","chromium","Wed Feb 12 22:49:44 GMT 2025","passed","Wed Feb 12 22:49:46 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","965","Checking page Contact page elements","firefox","Wed Feb 12 22:49:54 GMT 2025","passed","Wed Feb 12 22:49:55 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1249","Signing Up a new user","firefox","Wed Feb 12 22:49:53 GMT 2025","passed","Wed Feb 12 22:49:54 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1158","User is able to Login","webkit","Wed Feb 12 22:50:02 GMT 2025","passed","Wed Feb 12 22:50:03 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2092","User is able to Sign Up","firefox","Wed Feb 12 22:49:49 GMT 2025","passed","Wed Feb 12 22:49:51 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1325","Signing Up a new user","webkit","Wed Feb 12 22:50:02 GMT 2025","passed","Wed Feb 12 22:50:04 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","884","Add Contact page elements is visible","chromium","Wed Feb 12 22:49:47 GMT 2025","passed","Wed Feb 12 22:49:48 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1183","SignUp a new user","webkit","Wed Feb 12 22:50:05 GMT 2025","passed","Wed Feb 12 22:50:06 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","874","User is able to Login","chromium","Wed Feb 12 22:49:43 GMT 2025","passed","Wed Feb 12 22:49:44 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2066","User is able to Logout","webkit","Wed Feb 12 22:50:03 GMT 2025","passed","Wed Feb 12 22:50:05 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2095","User is able to Logout","firefox","Wed Feb 12 22:49:53 GMT 2025","passed","Wed Feb 12 22:49:55 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","943","Login page elements is visible","chromium","Wed Feb 12 22:49:42 GMT 2025","passed","Wed Feb 12 22:49:43 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","957","Checking page Contact page elements","webkit","Wed Feb 12 22:50:04 GMT 2025","passed","Wed Feb 12 22:50:05 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1040","User is able to Login","firefox","Wed Feb 12 22:49:52 GMT 2025","passed","Wed Feb 12 22:49:53 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","912","SignUp a new user","chromium","Wed Feb 12 22:49:46 GMT 2025","passed","Wed Feb 12 22:49:47 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","1133","User is able to Sign Up","chromium","Wed Feb 12 22:49:42 GMT 2025","passed","Wed Feb 12 22:49:43 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","796","Checking page Contact page elements","chromium","Wed Feb 12 22:49:45 GMT 2025","passed","Wed Feb 12 22:49:46 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
"","953","Signing Up a new user","chromium","Wed Feb 12 22:49:44 GMT 2025","passed","Wed Feb 12 22:49:45 GMT 2025","Website elements is visible > Contacts page elements is visible","tests.spec.ts","",""
