"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1448","User is able to Logout","chromium","Mon Feb 17 08:19:57 GMT 2025","passed","Mon Feb 17 08:19:59 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1717","User is able to Logout","webkit","Mon Feb 17 08:20:11 GMT 2025","passed","Mon Feb 17 08:20:12 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","774","Add Contact page elements is visible","chromium","Mon Feb 17 08:19:57 GMT 2025","passed","Mon Feb 17 08:19:57 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1566","Contacts page elements is visible","chromium","Mon Feb 17 08:19:55 GMT 2025","passed","Mon Feb 17 08:19:57 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2632","User is able to Sign Up","webkit","Mon Feb 17 08:20:06 GMT 2025","passed","Mon Feb 17 08:20:08 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1827","Contacts page elements is visible","firefox","Mon Feb 17 08:20:02 GMT 2025","passed","Mon Feb 17 08:20:04 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2764","User is able to Sign Up","firefox","Mon Feb 17 08:19:58 GMT 2025","passed","Mon Feb 17 08:20:01 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","936","Login page elements is visible","webkit","Mon Feb 17 08:20:06 GMT 2025","passed","Mon Feb 17 08:20:07 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1580","User is able to Logout","firefox","Mon Feb 17 08:20:03 GMT 2025","passed","Mon Feb 17 08:20:05 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","368","Sign Up page elements is visible","chromium","Mon Feb 17 08:19:55 GMT 2025","passed","Mon Feb 17 08:19:55 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1448","User is able to Login","chromium","Mon Feb 17 08:19:56 GMT 2025","passed","Mon Feb 17 08:19:57 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1386","Login page elements is visible","firefox","Mon Feb 17 08:19:59 GMT 2025","passed","Mon Feb 17 08:20:01 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","721","Sign Up page elements is visible","webkit","Mon Feb 17 08:20:07 GMT 2025","passed","Mon Feb 17 08:20:08 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1175","Add Contact page elements is visible","webkit","Mon Feb 17 08:20:10 GMT 2025","passed","Mon Feb 17 08:20:11 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1204","Add Contact page elements is visible","firefox","Mon Feb 17 08:20:04 GMT 2025","passed","Mon Feb 17 08:20:05 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1660","User is able to Login","firefox","Mon Feb 17 08:20:01 GMT 2025","passed","Mon Feb 17 08:20:03 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","615","Sign Up page elements is visible","firefox","Mon Feb 17 08:20:01 GMT 2025","passed","Mon Feb 17 08:20:02 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1883","Contacts page elements is visible","webkit","Mon Feb 17 08:20:08 GMT 2025","passed","Mon Feb 17 08:20:10 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1679","User is able to Sign Up","chromium","Mon Feb 17 08:19:54 GMT 2025","passed","Mon Feb 17 08:19:56 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","563","Login page elements is visible","chromium","Mon Feb 17 08:19:54 GMT 2025","passed","Mon Feb 17 08:19:55 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1700","User is able to Login","webkit","Mon Feb 17 08:20:09 GMT 2025","passed","Mon Feb 17 08:20:11 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
