"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2159","User is able to Sign Up","chromium","Wed May 14 08:22:50 GMT 2025","passed","Wed May 14 08:22:52 GMT 2025","End to end tests","tests.spec.ts","",""
"","3654","User is able to Add a Contact on Contact Page","chromium","Wed May 14 08:22:50 GMT 2025","passed","Wed May 14 08:22:54 GMT 2025","End to end tests","tests.spec.ts","",""
"","707","Add Contact page elements is visible","chromium","Wed May 14 08:22:56 GMT 2025","passed","Wed May 14 08:22:57 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1737","User is able to Login","chromium","Wed May 14 08:22:53 GMT 2025","passed","Wed May 14 08:22:54 GMT 2025","End to end tests","tests.spec.ts","",""
"","836","Sign Up page elements is visible","firefox","Wed May 14 08:23:04 GMT 2025","passed","Wed May 14 08:23:05 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1917","User is able to Login","firefox","Wed May 14 08:23:02 GMT 2025","passed","Wed May 14 08:23:04 GMT 2025","End to end tests","tests.spec.ts","",""
"","2201","Contacts page elements is visible","webkit","Wed May 14 08:23:14 GMT 2025","passed","Wed May 14 08:23:16 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2033","Contacts page elements is visible","firefox","Wed May 14 08:23:05 GMT 2025","passed","Wed May 14 08:23:07 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4778","User is able to Add a Contact on Contact Page","firefox","Wed May 14 08:22:57 GMT 2025","passed","Wed May 14 08:23:02 GMT 2025","End to end tests","tests.spec.ts","",""
"","967","Add Contact page elements is visible","firefox","Wed May 14 08:23:05 GMT 2025","passed","Wed May 14 08:23:06 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4286","User is able to Add a Contact on Contact Page","webkit","Wed May 14 08:23:07 GMT 2025","passed","Wed May 14 08:23:12 GMT 2025","End to end tests","tests.spec.ts","",""
"","1753","User is able to Logout","chromium","Wed May 14 08:22:54 GMT 2025","passed","Wed May 14 08:22:56 GMT 2025","End to end tests","tests.spec.ts","",""
"","796","Login page elements is visible","firefox","Wed May 14 08:23:04 GMT 2025","passed","Wed May 14 08:23:04 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","665","Login page elements is visible","chromium","Wed May 14 08:22:54 GMT 2025","passed","Wed May 14 08:22:55 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","955","Add Contact page elements is visible","webkit","Wed May 14 08:23:15 GMT 2025","passed","Wed May 14 08:23:16 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2289","User is able to Sign Up","webkit","Wed May 14 08:23:08 GMT 2025","passed","Wed May 14 08:23:10 GMT 2025","End to end tests","tests.spec.ts","",""
"","1894","Contacts page elements is visible","chromium","Wed May 14 08:22:56 GMT 2025","passed","Wed May 14 08:22:58 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","947","Login page elements is visible","webkit","Wed May 14 08:23:13 GMT 2025","passed","Wed May 14 08:23:14 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","957","Sign Up page elements is visible","webkit","Wed May 14 08:23:14 GMT 2025","passed","Wed May 14 08:23:15 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2020","User is able to Logout","webkit","Wed May 14 08:23:12 GMT 2025","passed","Wed May 14 08:23:14 GMT 2025","End to end tests","tests.spec.ts","",""
"","2050","User is able to Login","webkit","Wed May 14 08:23:11 GMT 2025","passed","Wed May 14 08:23:13 GMT 2025","End to end tests","tests.spec.ts","",""
"","2871","User is able to Sign Up","firefox","Wed May 14 08:22:58 GMT 2025","passed","Wed May 14 08:23:01 GMT 2025","End to end tests","tests.spec.ts","",""
"","648","Sign Up page elements is visible","chromium","Wed May 14 08:22:55 GMT 2025","passed","Wed May 14 08:22:56 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1939","User is able to Logout","firefox","Wed May 14 08:23:02 GMT 2025","passed","Wed May 14 08:23:04 GMT 2025","End to end tests","tests.spec.ts","",""
