"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","769","Sign Up page elements is visible","chromium","Fri Feb 14 10:41:19 GMT 2025","passed","Fri Feb 14 10:41:20 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2081","User is able to Sign Up","firefox","Fri Feb 14 10:41:25 GMT 2025","passed","Fri Feb 14 10:41:27 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","941","Sign Up page elements is visible","firefox","Fri Feb 14 10:41:27 GMT 2025","passed","Fri Feb 14 10:41:28 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2163","User is able to Logout","webkit","Fri Feb 14 10:41:43 GMT 2025","passed","Fri Feb 14 10:41:45 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","950","User is able to Login","firefox","Fri Feb 14 10:41:27 GMT 2025","passed","Fri Feb 14 10:41:28 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1838","Login page elements is visible","firefox","Fri Feb 14 10:41:25 GMT 2025","passed","Fri Feb 14 10:41:27 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2322","Contacts page elements is visible","firefox","Fri Feb 14 10:41:28 GMT 2025","passed","Fri Feb 14 10:41:31 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1274","Login page elements is visible","webkit","Fri Feb 14 10:41:40 GMT 2025","passed","Fri Feb 14 10:41:41 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1389","Add Contact page elements is visible","chromium","Fri Feb 14 10:41:22 GMT 2025","passed","Fri Feb 14 10:41:23 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1061","User is able to Sign Up","chromium","Fri Feb 14 10:41:18 GMT 2025","passed","Fri Feb 14 10:41:19 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1124","User is able to Login","webkit","Fri Feb 14 10:41:42 GMT 2025","passed","Fri Feb 14 10:41:43 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","1138","Sign Up page elements is visible","webkit","Fri Feb 14 10:41:42 GMT 2025","passed","Fri Feb 14 10:41:43 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2489","Contacts page elements is visible","webkit","Fri Feb 14 10:41:49 GMT 2025","failed","Fri Feb 14 10:41:51 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1735","User is able to Sign Up","webkit","Fri Feb 14 10:41:40 GMT 2025","passed","Fri Feb 14 10:41:41 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2000","Contacts page elements is visible","chromium","Fri Feb 14 10:41:20 GMT 2025","passed","Fri Feb 14 10:41:22 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2427","Add Contact page elements is visible","webkit","Fri Feb 14 10:41:45 GMT 2025","passed","Fri Feb 14 10:41:48 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","7193","Add Contact page elements is visible","firefox","Fri Feb 14 10:41:30 GMT 2025","passed","Fri Feb 14 10:41:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","800","User is able to Login","chromium","Fri Feb 14 10:41:19 GMT 2025","passed","Fri Feb 14 10:41:20 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","903","Login page elements is visible","chromium","Fri Feb 14 10:41:18 GMT 2025","passed","Fri Feb 14 10:41:19 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1834","User is able to Logout","chromium","Fri Feb 14 10:41:20 GMT 2025","passed","Fri Feb 14 10:41:22 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
"","2031","User is able to Logout","firefox","Fri Feb 14 10:41:28 GMT 2025","passed","Fri Feb 14 10:41:30 GMT 2025","User is able to Sign Up,Login and Logout","tests.spec.ts","",""
