"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","928","Login page elements is visible","webkit","Fri Apr 04 08:21:55 GMT 2025","passed","Fri Apr 04 08:21:56 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","852","Sign Up page elements is visible","firefox","Fri Apr 04 08:21:47 GMT 2025","passed","Fri Apr 04 08:21:48 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1984","User is able to Logout","webkit","Fri Apr 04 08:21:55 GMT 2025","passed","Fri Apr 04 08:21:57 GMT 2025","End to end tests","tests.spec.ts","",""
"","1979","User is able to Logout","firefox","Fri Apr 04 08:21:45 GMT 2025","passed","Fri Apr 04 08:21:47 GMT 2025","End to end tests","tests.spec.ts","",""
"","2578","User is able to Sign Up","webkit","Fri Apr 04 08:21:50 GMT 2025","passed","Fri Apr 04 08:21:53 GMT 2025","End to end tests","tests.spec.ts","",""
"","630","Login page elements is visible","chromium","Fri Apr 04 08:21:37 GMT 2025","passed","Fri Apr 04 08:21:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","839","Add Contact page elements is visible","firefox","Fri Apr 04 08:21:48 GMT 2025","passed","Fri Apr 04 08:21:49 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4788","User is able to Add a Contact on Contact Page","firefox","Fri Apr 04 08:21:40 GMT 2025","passed","Fri Apr 04 08:21:45 GMT 2025","End to end tests","tests.spec.ts","",""
"","2007","Contacts page elements is visible","firefox","Fri Apr 04 08:21:47 GMT 2025","passed","Fri Apr 04 08:21:49 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","4317","User is able to Add a Contact on Contact Page","webkit","Fri Apr 04 08:21:50 GMT 2025","passed","Fri Apr 04 08:21:54 GMT 2025","End to end tests","tests.spec.ts","",""
"","2155","User is able to Sign Up","chromium","Fri Apr 04 08:21:33 GMT 2025","passed","Fri Apr 04 08:21:35 GMT 2025","End to end tests","tests.spec.ts","",""
"","958","Sign Up page elements is visible","webkit","Fri Apr 04 08:21:56 GMT 2025","passed","Fri Apr 04 08:21:57 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1882","Contacts page elements is visible","chromium","Fri Apr 04 08:21:38 GMT 2025","passed","Fri Apr 04 08:21:40 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","676","Add Contact page elements is visible","chromium","Fri Apr 04 08:21:39 GMT 2025","passed","Fri Apr 04 08:21:39 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","930","Add Contact page elements is visible","webkit","Fri Apr 04 08:21:57 GMT 2025","passed","Fri Apr 04 08:21:58 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","3692","User is able to Add a Contact on Contact Page","chromium","Fri Apr 04 08:21:33 GMT 2025","passed","Fri Apr 04 08:21:37 GMT 2025","End to end tests","tests.spec.ts","",""
"","781","Login page elements is visible","firefox","Fri Apr 04 08:21:46 GMT 2025","passed","Fri Apr 04 08:21:47 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2207","Contacts page elements is visible","webkit","Fri Apr 04 08:21:57 GMT 2025","passed","Fri Apr 04 08:21:59 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","1721","User is able to Login","chromium","Fri Apr 04 08:21:35 GMT 2025","passed","Fri Apr 04 08:21:37 GMT 2025","End to end tests","tests.spec.ts","",""
"","1719","User is able to Logout","chromium","Fri Apr 04 08:21:37 GMT 2025","passed","Fri Apr 04 08:21:38 GMT 2025","End to end tests","tests.spec.ts","",""
"","2879","User is able to Sign Up","firefox","Fri Apr 04 08:21:41 GMT 2025","passed","Fri Apr 04 08:21:44 GMT 2025","End to end tests","tests.spec.ts","",""
"","615","Sign Up page elements is visible","chromium","Fri Apr 04 08:21:38 GMT 2025","passed","Fri Apr 04 08:21:38 GMT 2025","Website elements is visible","tests.spec.ts","",""
"","2045","User is able to Login","webkit","Fri Apr 04 08:21:53 GMT 2025","passed","Fri Apr 04 08:21:55 GMT 2025","End to end tests","tests.spec.ts","",""
"","1924","User is able to Login","firefox","Fri Apr 04 08:21:44 GMT 2025","passed","Fri Apr 04 08:21:46 GMT 2025","End to end tests","tests.spec.ts","",""
